Aviso;Fecha;Ubicación técnica;Ce.coste;Equipo;IniAvería;FinAvería;HIniAver;HFinAver; DurParada;Un.;Cl.;Creado el;Autor aviso;Orden;Cierre;PerfCatál;IntRespEj;Ejecutante
20048671;01.04.2024;SPEQ-TEMA-GP08;13218;12003080;15.04.2024;15.04.2024;9:40:00;10:30:00;0,83;H;A2;01.04.2024;EDUARDOC;110040811;03.05.2024;GRUSTS;10000221;142
20048672;01.04.2024;SPEQ-TEMA-GP08;13218;12003078;19.04.2024;19.04.2024;8:00:00;17:00:00;6;H;A2;01.04.2024;EDUARDOC;110040812;03.05.2024;GRUSTS;10000221;142
20048673;01.04.2024;SPEQ-TEMA-GP08;13218;12003076;16.04.2024;16.04.2024;8:00:00;10:00:00;2;H;A2;01.04.2024;EDUARDOC;110040813;03.05.2024;GRUSTS;10000221;142
20048674;01.04.2024;SPEQ-TEMA-GP08;13218;12003053;17.04.2024;17.04.2024;8:00:00;11:30:00;3,5;H;A2;01.04.2024;EDUARDOC;110040814;24.04.2024;GRUSTS;10000221;142
20048675;01.04.2024;SPEQ-TEMA-GP08;13218;12003077;15.04.2024;15.04.2024;8:00:00;10:00:00;2;H;A2;01.04.2024;EDUARDOC;110040815;03.05.2024;GRUSTS;10000221;142
20048676;01.04.2024;SPEQ-TEMA-GP08;13218;12003075;03.04.2024;15.04.2024;8:00:00;10:00:00;2;H;A2;01.04.2024;EDUARDOC;110040816;03.05.2024;GRUSTS;;
20048677;01.04.2024;SPEQ-TEMA-GP08;13218;12003082;15.04.2024;15.04.2024;8:00:00;9:00:00;1;H;A2;01.04.2024;EDUARDOC;110040817;03.05.2024;GRUSTS;;
20048678;01.04.2024;SPEQ-TEMA-GP08;13218;12003083;15.04.2024;15.04.2024;10:00:00;11:00:00;1;H;A2;01.04.2024;EDUARDOC;110040818;03.05.2024;GRUSTS;;
20048679;01.04.2024;SPEQ-TEMA-GP08;13218;12003084;03.04.2024;03.04.2024;11:00:00;12:00:00;1;H;A2;01.04.2024;EDUARDOC;110040819;03.05.2024;GRUSTS;;
20048680;01.04.2024;SPEQ-TEMA-GP08;13218;12003080;03.04.2024;03.04.2024;13:00:00;14:00:00;1;H;A2;01.04.2024;EDUARDOC;110040820;03.05.2024;GRUSTS;;
20048681;01.04.2024;SPEQ-TEMA-GP08;13218;12003078;16.04.2024;16.04.2024;8:00:00;11:00:00;3;H;A2;01.04.2024;EDUARDOC;110040821;03.05.2024;GRUSTS;;
20048682;01.04.2024;SPEQ-TEMA-GP08;13218;12003076;03.04.2024;03.04.2024;8:00:00;11:00:00;2;H;A2;01.04.2024;EDUARDOC;110040822;03.05.2024;GRUSTS;;
20048683;01.04.2024;SPEQ-TEMA-GP08;13218;12003077;03.04.2024;03.04.2024;8:00:00;10:30:00;2,5;H;A2;01.04.2024;EDUARDOC;110040823;03.05.2024;GRUSTS;;
20048684;01.04.2024;SPEQ-TEMA-GP08;13218;12003081;16.04.2024;16.04.2024;10:20:00;11:30:00;1,17;H;A2;01.04.2024;EDUARDOC;110040824;03.05.2024;GRUSTS;10000221;142
20048685;01.04.2024;SPEQ-TEMA-GP08;13218;12003081;03.04.2024;03.04.2024;12:00:00;13:00:00;1;H;A2;01.04.2024;EDUARDOC;110040825;03.05.2024;GRUSTS;;
20048686;01.04.2024;SPEQ-TEMA-GP08;13218;12003083;16.04.2024;16.04.2024;11:00:00;13:00:00;2;H;A2;01.04.2024;EDUARDOC;110040826;03.05.2024;GRUSTS;10000221;142
20048687;01.04.2024;SPEQ-TEMA-GP09;13219;12003103;08.04.2024;08.04.2024;14:00:00;16:30:00;1;H;A2;01.04.2024;EDUARDOC;110040827;03.05.2024;GRUSTS;10000221;142
20048688;01.04.2024;SPEQ-TEMA-GP09;13219;12003096;02.04.2024;02.04.2024;8:00:00;10:00:00;2;H;A2;01.04.2024;EDUARDOC;110040828;03.05.2024;GRUSTS;10000221;142
20048689;01.04.2024;SPEQ-TEMA-GP09;13219;12003104;09.04.2024;09.04.2024;9:20:00;10:40:00;1,33;H;A2;01.04.2024;EDUARDOC;110040829;03.05.2024;GRUSTS;10000221;142
20048690;01.04.2024;SPEQ-TEMA-GP09;13219;12003105;08.04.2024;08.04.2024;9:30:00;10:41:00;1,18;H;A2;01.04.2024;EDUARDOC;110040830;03.05.2024;GRUSTS;10000221;142
20048691;01.04.2024;SPEQ-TEMA-GP09;13219;12003101;02.04.2024;02.04.2024;10:00:00;11:00:00;1;H;A2;01.04.2024;EDUARDOC;110040831;03.05.2024;GRUSTS;10000221;142
20048692;01.04.2024;SPEQ-TEMA-GP09;13219;12003099;08.04.2024;08.04.2024;8:00:00;11:50:00;1;H;A2;01.04.2024;EDUARDOC;110040832;03.05.2024;GRUSTS;10000221;142
20048693;01.04.2024;SPEQ-TEMA-GP09;13219;12003097;10.04.2024;10.04.2024;9:40:00;11:00:00;1,33;H;A2;01.04.2024;EDUARDOC;110040833;03.05.2024;GRUSTS;10000221;142
20048694;01.04.2024;SPEQ-TEMA-GP09;13219;12003074;02.04.2024;02.04.2024;10:00:00;11:00:00;1;H;A2;01.04.2024;EDUARDOC;110040834;08.04.2024;GRUSTS;10000221;142
20048695;01.04.2024;SPEQ-TEMA-GP09;13219;12003098;02.04.2024;06.04.2024;8:00:00;10:00:00;3;H;A2;01.04.2024;EDUARDOC;110040835;03.05.2024;GRUSTS;10000221;142
20048696;01.04.2024;SPEQ-TEMA-GP09;13219;12003096;18.04.2024;20.04.2024;8:00:00;10:00:00;1;H;A2;01.04.2024;EDUARDOC;110040836;03.05.2024;GRUSTS;;
20048697;01.04.2024;SPEQ-TEMA-GP09;13219;12003103;18.04.2024;18.04.2024;8:00:00;9:00:00;1;H;A2;01.04.2024;EDUARDOC;110040837;03.05.2024;GRUSTS;;
20048698;01.04.2024;SPEQ-TEMA-GP09;13219;12003104;20.04.2024;20.04.2024;10:00:00;11:00:00;1;H;A2;01.04.2024;EDUARDOC;110040838;03.05.2024;GRUSTS;;
20048699;01.04.2024;SPEQ-TEMA-GP09;13219;12003105;18.04.2024;18.04.2024;8:00:00;9:00:00;1;H;A2;01.04.2024;EDUARDOC;110040839;03.05.2024;GRUSTS;;
20048700;01.04.2024;SPEQ-TEMA-GP09;13219;12003101;20.04.2024;20.04.2024;8:00:00;9:00:00;1;H;A2;01.04.2024;EDUARDOC;110040840;03.05.2024;GRUSTS;;
20048701;01.04.2024;SPEQ-TEMA-GP09;13219;12003099;18.04.2024;18.04.2024;9:00:00;13:00:00;1;H;A2;01.04.2024;EDUARDOC;110040841;03.05.2024;GRUSTS;;
20048702;01.04.2024;SPEQ-TEMA-GP09;13219;12003097;18.04.2024;20.04.2024;10:00:00;12:00:00;1;H;A2;01.04.2024;EDUARDOC;110040842;03.05.2024;GRUSTS;;
20048703;01.04.2024;SPEQ-TEMA-GP09;13219;12003098;18.04.2024;18.04.2024;8:00:00;10:00:00;1;H;A2;01.04.2024;EDUARDOC;110040843;03.05.2024;GRUSTS;;
20048704;01.04.2024;SPEQ-TEMA-GP09;13219;12003102;02.04.2024;02.04.2024;10:00:00;12:00:00;2;H;A2;01.04.2024;EDUARDOC;110040844;03.05.2024;GRUSTS;10000221;142
20048705;01.04.2024;SPEQ-TEMA-GP09;13219;12003102;18.04.2024;18.04.2024;9:00:00;10:00:00;1;H;A2;01.04.2024;EDUARDOC;110040845;03.05.2024;GRUSTS;;
20048706;01.04.2024;SPEQ-TEMA-GP09;13219;12003104;08.04.2024;08.04.2024;8:17:00;9:40:00;1,38;H;A2;01.04.2024;EDUARDOC;110040846;03.05.2024;GRUSTS;10000221;142
20048707;01.04.2024;SPEQ-TEMA-GP03;13213;12000243;07.05.2024;07.05.2024;8:00:00;12:00:00;4;H;A2;01.04.2024;EDUARDOC;110040847;29.05.2024;GRUSTS;;
20048708;01.04.2024;SPEQ-TEMA-GP03-HOIS;13213;12000296;02.05.2024;02.05.2024;8:00:00;16:00:00;0;H;A2;01.04.2024;EDUARDOC;110040848;15.07.2024;GRUSTS;;
20048709;01.04.2024;SPEQ-TEMA-GP03-BOOM;13213;12000250;04.05.2024;04.05.2024;8:00:00;12:00:00;4;H;A2;01.04.2024;EDUARDOC;110040849;15.07.2024;GRUSTS;;
20048710;01.04.2024;SPEQ-TEMA-GP04;13214;12000316;06.05.2024;06.05.2024;8:00:00;12:00:00;4;H;A2;01.04.2024;EDUARDOC;110040850;24.05.2024;GRUSTS;;
20048711;01.04.2024;SPEQ-TEMA-GP04-HOIS;13214;12000369;22.05.2024;22.05.2024;14:00:00;16:00:00;2;H;A2;01.04.2024;EDUARDOC;110040851;24.05.2024;GRUSTS;;
20048712;01.04.2024;SPEQ-TEMA-GP04-BOOM;13214;12000323;22.05.2024;22.05.2024;8:00:00;12:00:00;4;H;A2;01.04.2024;EDUARDOC;110040852;24.05.2024;GRUSTS;;
20048713;01.06.2024;SPEQ-TEMA-GP05;13215;12000391;24.06.2024;24.06.2024;8:00:00;15:00:00;7;H;A2;01.04.2024;EDUARDOC;110040853;03.07.2024;GRUSTS;;
20048714;01.06.2024;SPEQ-TEMA-GP05;13215;12000442;25.06.2024;25.06.2024;8:00:00;10:00:00;1;H;A2;01.04.2024;EDUARDOC;110040854;03.07.2024;GRUSTS;;
20048715;01.06.2024;SPEQ-TEMA-GP05;13215;12000448;25.06.2024;25.06.2024;11:00:00;13:00:00;1;H;A2;01.04.2024;EDUARDOC;110040855;03.07.2024;GRUSTS;;
20048716;01.06.2024;SPEQ-TEMA-GP05;13215;12000399;24.06.2024;24.06.2024;7:00:00;15:00:00;1;H;A2;01.04.2024;EDUARDOC;110040856;03.07.2024;GRUSTS;;
20048717;01.06.2024;SPEQ-TEMA-GP06;13216;12000458;07.06.2024;07.06.2024;8:00:00;15:00:00;7;H;A2;01.04.2024;EDUARDOC;110040857;01.07.2024;GRUSTS;;
20048718;01.06.2024;SPEQ-TEMA-GP06;13216;12000510;27.06.2024;27.06.2024;8:00:00;10:00:00;2;H;A2;01.04.2024;EDUARDOC;110040858;01.07.2024;GRUSTS;;
20048719;01.06.2024;SPEQ-TEMA-GP06;13216;12000515;27.06.2024;27.06.2024;10:00:00;12:00:00;2;H;A2;01.04.2024;EDUARDOC;110040859;01.07.2024;GRUSTS;;
20048720;01.06.2024;SPEQ-TEMA-GP06;13216;12000466;28.06.2024;28.06.2024;8:00:00;14:00:00;4;H;A2;01.04.2024;EDUARDOC;110040860;03.07.2024;GRUSTS;;
20048721;01.04.2024;SPEQ-TEMA-GP07;13217;12003047;30.04.2024;30.04.2024;8:00:00;13:00:00;5;H;A2;01.04.2024;EDUARDOC;110040861;03.05.2024;GRUSTS;;
20048722;01.04.2024;SPEQ-TEMA-GP07;13217;12003054;23.04.2024;23.04.2024;8:00:00;10:00:00;2;H;A2;01.04.2024;EDUARDOC;110040862;03.05.2024;GRUSTS;;
20048723;01.04.2024;SPEQ-TEMA-GP07;13217;12003055;23.04.2024;23.04.2024;13:00:00;15:00:00;2;H;A2;01.04.2024;EDUARDOC;110040863;03.05.2024;GRUSTS;;
20048724;01.04.2024;SPEQ-TEMA-GP07;13217;12003057;23.04.2024;23.04.2024;10:30:00;12:30:00;2;H;A2;01.04.2024;EDUARDOC;110040864;03.05.2024;GRUSTS;;
20048725;01.04.2024;SPEQ-TEMA-GP07;13217;12003052;30.04.2024;30.04.2024;8:00:00;13:00:00;5;H;A2;01.04.2024;EDUARDOC;110040865;03.05.2024;GRUSTS;;
20048726;01.04.2024;SPEQ-TEMA-GP08;13218;12003053;03.04.2024;19.04.2024;8:00:00;14:00:00;2;H;A2;01.04.2024;EDUARDOC;110040866;03.05.2024;GRUSTS;;
20048727;01.04.2024;SPEQ-TEMA-GP08;13218;12003076;22.04.2024;22.04.2024;8:00:00;10:00:00;2;H;A2;01.04.2024;EDUARDOC;110040867;03.05.2024;GRUSTS;;
20048728;01.04.2024;SPEQ-TEMA-GP08;13218;12003077;22.04.2024;22.04.2024;11:00:00;12:30:00;1,5;H;A2;01.04.2024;EDUARDOC;110040868;03.05.2024;GRUSTS;;
20048729;01.04.2024;SPEQ-TEMA-GP08;13218;12003079;22.04.2024;22.04.2024;10:00:00;11:00:00;1;H;A2;01.04.2024;EDUARDOC;110040869;03.05.2024;GRUSTS;;
20048730;01.04.2024;SPEQ-TEMA-GP08;13218;12003075;29.04.2024;29.04.2024;8:00:00;13:00:00;5;H;A2;01.04.2024;EDUARDOC;110040870;03.05.2024;GRUSTS;;
20048731;01.04.2024;SPEQ-TEMA-GP09;13219;12003074;03.04.2024;15.04.2024;8:00:00;15:00:00;8;H;A2;01.04.2024;EDUARDOC;110040871;16.04.2024;GRUSTS;;
20048732;01.04.2024;SPEQ-TEMA-GP09;13219;12003097;16.04.2024;16.04.2024;8:00:00;10:00:00;2;H;A2;01.04.2024;EDUARDOC;110040872;03.05.2024;GRUSTS;;
20048733;01.04.2024;SPEQ-TEMA-GP09;13219;12003098;16.04.2024;16.04.2024;10:00:00;12:00:00;2;H;A2;01.04.2024;EDUARDOC;110040873;03.05.2024;GRUSTS;;
20048734;01.04.2024;SPEQ-TEMA-GP09;13219;12003100;16.04.2024;16.04.2024;12:00:00;14:00:00;2;H;A2;01.04.2024;EDUARDOC;110040874;03.05.2024;GRUSTS;;
20048735;01.04.2024;SPEQ-TEMA-GP09;13219;12003096;17.04.2024;17.04.2024;8:00:00;13:00:00;5;H;A2;01.04.2024;EDUARDOC;110040875;03.05.2024;GRUSTS;;
20048736;01.04.2024;SPEQ-TEMA-GP10;13220;12003116;02.05.2024;16.05.2024;8:00:00;12:00:00;6;H;A2;01.04.2024;EDUARDOC;110040876;17.05.2024;GRUSTS;;
20048737;01.04.2024;SPEQ-TEMA-GP10;13220;12003118;20.05.2024;20.05.2024;8:00:00;10:00:00;2;H;A2;01.04.2024;EDUARDOC;110040877;24.05.2024;GRUSTS;;
20048738;01.04.2024;SPEQ-TEMA-GP10;13220;12003119;20.05.2024;20.05.2024;10:00:00;12:00:00;2;H;A2;01.04.2024;EDUARDOC;110040878;24.05.2024;GRUSTS;;
20048739;01.04.2024;SPEQ-TEMA-GP10;13220;12003121;20.05.2024;20.05.2024;12:00:00;14:00:00;2;H;A2;01.04.2024;EDUARDOC;110040879;24.05.2024;GRUSTS;;
20048740;01.05.2024;SPEQ-TEMA-GP10;13220;12003117;28.05.2024;28.05.2024;8:30:00;12:30:00;4;H;A2;01.04.2024;EDUARDOC;110040880;28.05.2024;GRUSTS;;
20048741;01.04.2024;SPEQ-TEMA-GP11;13221;12003625;02.05.2024;11.05.2024;8:00:00;12:00:00;6;H;A2;01.04.2024;EDUARDOC;110040881;17.05.2024;GRUSTS;;
20048742;01.05.2024;SPEQ-TEMA-GP11;13221;12003664;27.05.2024;27.05.2024;12:00:00;14:00:00;2;H;A2;01.04.2024;EDUARDOC;110040882;28.05.2024;GRUSTS;;
20048743;01.05.2024;SPEQ-TEMA-GP11;13221;12003676;28.05.2024;28.05.2024;8:00:00;10:00:00;2;H;A2;01.04.2024;EDUARDOC;110040883;28.05.2024;GRUSTS;;
20048744;01.05.2024;SPEQ-TEMA-GP11;13221;12003670;27.05.2024;27.05.2024;10:00:00;12:00:00;2;H;A2;01.04.2024;EDUARDOC;110040884;28.05.2024;GRUSTS;;
20048745;01.04.2024;SPEQ-TEMA-GP11;13221;12003631;27.05.2024;27.05.2024;8:00:00;12:00:00;2;H;A2;01.04.2024;EDUARDOC;110040885;01.06.2024;GRUSTS;;
20048746;01.06.2024;SPEQ-TEMA-GP12;13222;12003626;06.06.2024;06.06.2024;8:00:00;16:00:00;4;H;A2;01.04.2024;EDUARDOC;110040886;03.07.2024;GRUSTS;;
20048747;01.06.2024;SPEQ-TEMA-GP12;13222;12003665;18.06.2024;18.06.2024;8:00:00;10:00:00;2;H;A2;01.04.2024;EDUARDOC;110040887;23.06.2024;GRUSTS;;
20048748;01.06.2024;SPEQ-TEMA-GP12;13222;12003677;18.06.2024;18.06.2024;10:30:00;12:30:00;2;H;A2;01.04.2024;EDUARDOC;110040888;23.06.2024;GRUSTS;;
20048749;01.06.2024;SPEQ-TEMA-GP12;13222;12003671;18.06.2024;18.06.2024;13:00:00;15:00:00;2;H;A2;01.04.2024;EDUARDOC;110040889;23.06.2024;GRUSTS;;
20048750;01.06.2024;SPEQ-TEMA-GP12;13222;12003632;27.06.2024;27.06.2024;8:00:00;14:00:00;6;H;A2;01.04.2024;EDUARDOC;110040890;01.07.2024;GRUSTS;;
20048751;01.06.2024;SPEQ-TEMA-GP13;13223;12003627;12.06.2024;12.06.2024;8:00:00;16:00:00;6;H;A2;01.04.2024;EDUARDOC;110040891;03.07.2024;GRUSTS;;
20048752;01.06.2024;SPEQ-TEMA-GP13;13223;12003666;13.06.2024;13.06.2024;10:00:00;12:00:00;2;H;A2;01.04.2024;EDUARDOC;110040892;13.06.2024;GRUSTS;;
20048753;01.06.2024;SPEQ-TEMA-GP13;13223;12003678;13.06.2024;13.06.2024;8:00:00;10:00:00;2;H;A2;01.04.2024;EDUARDOC;110040893;13.06.2024;GRUSTS;;
20048754;01.06.2024;SPEQ-TEMA-GP13;13223;12003672;13.06.2024;13.06.2024;10:00:00;12:00:00;2;H;A2;01.04.2024;EDUARDOC;110040894;13.06.2024;GRUSTS;;
20048755;01.06.2024;SPEQ-TEMA-GP13;13223;12003633;25.06.2024;25.06.2024;8:00:00;13:00:00;5;H;A2;01.04.2024;EDUARDOC;110040895;01.07.2024;GRUSTS;;
20048756;01.04.2024;SPEQ-TEMA-T051;13263;12002179;21.04.2024;23.04.2024;7:00:00;17:00:00;6;H;A2;01.04.2024;BAYRONO;110040896;29.04.2024;TRACTERM;10000464;47
20048757;01.04.2024;SPEQ-TEMA-T051-MOT;13263;12003518;21.04.2024;23.04.2024;7:00:00;17:00:00;8;H;A2;01.04.2024;BAYRONO;110040897;29.04.2024;M-DIES-T;10000464;47
20048758;01.04.2024;SPEQ-TEMA-T051-TRAN;13263;12004372;21.04.2024;23.04.2024;7:00:00;17:00:00;4;H;A2;01.04.2024;BAYRONO;110040898;29.04.2024;TTTRANS;10000464;47
20048759;01.04.2024;SPEQ-TEMA-T051;13263;12002179;11.04.2024;11.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040899;29.04.2024;TRACTERM;10000464;47
20048760;01.04.2024;SPEQ-TEMA-T052;13263;12002180;19.04.2024;19.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040900;29.04.2024;TRACTERM;10000464;47
20048761;01.04.2024;SPEQ-TEMA-T052-MOT;13263;12003519;19.04.2024;19.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040901;29.04.2024;M-DIES-T;10000464;47
20048762;01.04.2024;SPEQ-TEMA-T052-TRAN;13263;12003034;19.04.2024;19.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040902;29.04.2024;TTTRANS;10000464;47
20048763;01.04.2024;SPEQ-TEMA-T052;13263;12002180;16.04.2024;16.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040903;29.04.2024;TRACTERM;10000464;47
20048764;01.04.2024;SPEQ-TEMA-T055;13263;12002183;18.04.2024;18.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040904;29.04.2024;TRACTERM;10000464;47
20048765;01.04.2024;SPEQ-TEMA-T055-MOT;13263;12003522;18.04.2024;18.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040905;29.04.2024;M-DIES-T;10000464;47
20048766;01.04.2024;SPEQ-TEMA-T055-TRAN;13263;12003026;18.04.2024;18.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040906;29.04.2024;TTTRANS;10000464;47
20048767;01.04.2024;SPEQ-TEMA-T055;13263;12002183;12.04.2024;12.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040907;29.04.2024;TRACTERM;10000464;47
20048768;01.04.2024;SPEQ-TEMA-T056;13263;12002184;22.04.2024;22.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040908;29.04.2024;TRACTERM;10000464;47
20048769;01.04.2024;SPEQ-TEMA-T056-MOT;13263;12003523;22.04.2024;22.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040909;29.04.2024;M-DIES-T;10000464;47
20048770;01.04.2024;SPEQ-TEMA-T056-TRAN;13262;12002478;22.04.2024;22.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040910;29.04.2024;TTTRANS;10000464;47
20048771;01.04.2024;SPEQ-TEMA-T056;13263;12002184;17.04.2024;17.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040911;29.04.2024;TRACTERM;10000464;47
20048772;01.04.2024;SPEQ-TEMA-T057;13263;12002185;22.04.2024;22.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040912;29.04.2024;TRACTERM;10000464;47
20048773;01.04.2024;SPEQ-TEMA-T057-MOT;13263;12003524;22.04.2024;22.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040913;29.04.2024;M-DIES-T;10000464;47
20048774;01.04.2024;SPEQ-TEMA-T057-TRAN;13263;12002485;22.04.2024;22.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040914;29.04.2024;TTTRANS;10000464;47
20048775;01.04.2024;SPEQ-TEMA-T057;13263;12002185;17.04.2024;17.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040915;29.04.2024;TRACTERM;10000464;47
20048776;01.04.2024;SPEQ-TEMA-T066;13263;12002194;16.04.2024;17.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040916;29.04.2024;TRACTERM;10000464;47
20048777;01.04.2024;SPEQ-TEMA-T066-MOT;13263;12003533;16.04.2024;17.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040917;29.04.2024;M-DIES-T;10000464;47
20048778;01.04.2024;SPEQ-TEMA-T066-TRAN;13263;12003037;16.04.2024;17.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040918;29.04.2024;TTTRANS;10000464;47
20048779;01.04.2024;SPEQ-TEMA-T066;13263;12002194;10.04.2024;10.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040919;29.04.2024;TRACTERM;10000464;47
20048780;01.04.2024;SPEQ-TEMA-T076;13264;12003370;05.04.2024;05.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040920;29.04.2024;TRACTERM;10000464;47
20048781;01.04.2024;SPEQ-TEMA-T076-MOT;13264;12003543;05.04.2024;05.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040921;29.04.2024;M-DIES-T;10000951;47
20048782;01.04.2024;SPEQ-TEMA-T076-TRAN;13264;12003495;05.04.2024;05.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040922;29.04.2024;TTTRANS;10000951;47
20048783;01.04.2024;SPEQ-TEMA-T076;13264;12003370;03.04.2024;03.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040923;29.04.2024;TRACTERM;10000951;47
20048784;01.04.2024;SPEQ-TEMA-T077;13264;12003372;18.04.2024;18.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040924;29.04.2024;TRACTERM;10000951;47
20048785;01.04.2024;SPEQ-TEMA-T077-MOT;13264;12003544;18.04.2024;18.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040925;29.04.2024;M-DIES-T;10000951;47
20048786;01.04.2024;SPEQ-TEMA-T077-TRAN;13264;12004373;18.04.2024;18.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040926;29.04.2024;TTTRANS;10000951;47
20048787;01.04.2024;SPEQ-TEMA-T077;13264;12003372;19.04.2024;19.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040927;29.04.2024;TRACTERM;10000951;47
20048788;01.04.2024;SPEQ-TEMA-T080;13264;12003375;12.04.2024;15.04.2024;7:00:00;17:00:00;4;H;A2;01.04.2024;EDUARDOC;110040928;29.04.2024;TRACTERM;10000951;47
20048789;01.04.2024;SPEQ-TEMA-T080-MOT;13264;12003547;12.04.2024;15.04.2024;7:00:00;17:00:00;4;H;A2;01.04.2024;BAYRONO;110040929;29.04.2024;M-DIES-T;10000951;47
20048790;01.04.2024;SPEQ-TEMA-T080-TRAN;13264;12004376;12.04.2024;15.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040930;29.04.2024;TTTRANS;10000951;47
20048791;01.04.2024;SPEQ-TEMA-T080;13264;12003375;11.04.2024;11.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040931;29.04.2024;TRACTERM;10000951;47
20048792;06.05.2024;SPEQ-TEMA-T084;13264;12003379;06.05.2024;06.05.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040932;29.05.2024;TRACTERM;10000951;47
20048793;06.05.2024;SPEQ-TEMA-T084-MOT;13264;12003551;06.05.2024;06.05.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040933;29.05.2024;M-DIES-T;10000951;47
20048794;06.05.2024;SPEQ-TEMA-T084-TRAN;13264;12004380;06.05.2024;06.05.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040934;29.05.2024;TTTRANS;10000951;47
20048795;01.04.2024;SPEQ-TEMA-T084;13264;12003379;10.04.2024;10.04.2024;7:00:00;17:00:00;6;H;A2;01.04.2024;BAYRONO;110040935;29.04.2024;TRACTERM;10000951;47
20048796;06.05.2024;SPEQ-TEMA-T085;13264;12003380;06.05.2024;06.05.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040936;29.05.2024;TRACTERM;10000951;47
20048797;06.05.2024;SPEQ-TEMA-T085-MOT;13264;12003552;06.05.2024;06.05.2024;7:00:00;17:00:00;4;H;A2;01.04.2024;BAYRONO;110040937;29.05.2024;M-DIES-T;10000951;47
20048798;06.05.2024;SPEQ-TEMA-T085-TRAN;13264;12004381;06.05.2024;06.05.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040938;29.05.2024;TTTRANS;10000951;47
20048799;01.04.2024;SPEQ-TEMA-T085;13264;12003380;18.04.2024;18.04.2024;7:00:00;17:00:00;6;H;A2;01.04.2024;BAYRONO;110040939;29.04.2024;TRACTERM;10000951;47
20048800;01.04.2024;SPEQ-TEMA-T086;13264;12003381;11.04.2024;11.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040940;29.04.2024;TRACTERM;10000951;47
20048801;01.04.2024;SPEQ-TEMA-T086-MOT;13264;12003516;11.04.2024;11.04.2024;7:00:00;17:00:00;3;H;A2;01.04.2024;BAYRONO;110040941;29.04.2024;M-DIES-T;10000951;47
20048802;01.04.2024;SPEQ-TEMA-T086-TRAN;13264;12004382;11.04.2024;11.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040942;29.04.2024;TTTRANS;10000951;47
20048803;01.04.2024;SPEQ-TEMA-T086;13264;12003381;05.04.2024;05.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040943;29.04.2024;TRACTERM;10000951;47
20048804;01.04.2024;SPEQ-TEMA-T088;13264;12003383;05.04.2024;05.04.2024;7:00:00;17:00:00;2;H;A2;01.04.2024;BAYRONO;110040944;29.04.2024;TRACTERM;10000951;47
